Text,Category_Conclusion/Future Work,Category_Data/Dataset,Category_Discussion/Analysis,Category_Experiments/Experimentation,Category_Introduction/Background,Category_Methods/Methodology,Category_Results/Findings,Category_Tools/Technologies,Category_Uncategorized
"11, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1, p. 41, 2012.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[89] S. Biswas and J. Sil, ‘‘Facial expression recognition using modiﬁed local
binary pattern,’’ in Computational Intelligence in Data Mining, vol.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2,
L. C. Jain, H. S. Behera, J. K. Mandal, and D. P. Mohapatra, eds.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"New Delhi, India: Springer, 2015, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
595–604.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[90] S. Chickerur, T. Reddy, and O. Shabalina, ‘‘Parallel scale invariant fea-
ture transform based approach for facial expression recognition,’’ in
Creativity in Intelligent Technologies and Data Science, A. Kravets,
M. Shcherbakov, M. Kultsova, and O. Shabalina, eds.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Cham, Switzerland:
Springer, 2015, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
621–636.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[91] A. Mollahosseini, D. Chan, and M. H. Mahoor, ‘‘Going deeper in facial
expression recognition using deep neural networks,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"IEEE Win-
ter Conf.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Appl.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(WACV), Lake Placid, NY, USA, Mar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2016,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–10.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[92] N. Mehta and S. Jadhav, ‘‘Facial emotion recognition using log Gabor
ﬁlter and PCA,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Commun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Control Autom.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(ICCUBEA), Aug. 2016, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–5.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[93] M. Sajjad, A. Shah, Z. Jan, S. I. Shah, S. W. Baik, and I. Mehmood,
‘‘Facial appearance and texture feature-based robust facial expression
recognition framework for sentiment knowledge discovery,’’ Cluster
Comput., vol.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"21, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"549–567, Mar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[94] A. Srivastava, S. Mane, A. Shah, N. Shrivastava, and B. Thakare, ‘‘A sur-
vey of face detection algorithms,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Inventive Syst.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Control (ICISC), Jan. 2017, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–4.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[95] R. Ravi, S. V. Yadhukrishna, and R. Prithviraj, ‘‘A face expression recog-
nition using CNN & LBP,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4th Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Methodologies
Commun.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"(ICCMC), Mar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2020, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
684–689.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[96] A. L. A. Ramos, B. G. Dadiz, and A.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"B. G. Santos, ‘‘Classifying emotion
based on facial expression analysis using Gabor ﬁlter: A basis for adaptive
effective teaching strategy,’’ in Computational Science and Technology.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Singapore: Springer, 2020, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
469–479.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[97] T. Ojala, M. Pietikainen, and T. Maenpaa, ‘‘Multiresolution gray-scale
and rotation invariant texture classiﬁcation with local binary patterns,’’
IEEE Trans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Pattern Anal.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mach.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Intell., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"24, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"7, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"971–987,
Jul.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"90516
VOLUME 8, 2020
K. Patel et al.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
": Facial Sentiment Analysis Using AI Techniques: State-of-the-Art, Taxonomies, and Challenges
[98] V. Takala, T. Ahonen, and M. Pietikäinen, ‘‘Block-based methods for
image retrieval using local binary patterns,’’ in Image Analysis, H. Kalvi-
ainen, J. Parkkinen, and A. Kaarna, eds.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Berlin, Germany: Springer, 2005,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
882–891.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[99] T. Ahonen, A. Hadid, and M. Pietikainen, ‘‘Face description with local
binary patterns: Application to face recognition,’’ IEEE Trans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Pattern
Anal.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mach.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Intell., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"28, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"12, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2037–2041, Dec. 2006.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[100] M. Guo, X. Hou, Y. Ma, and X. Wu, ‘‘Facial expression recognition using
ELBP based on covariance matrix transform in KLT,’’ Multimedia Tools
Appl., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"76, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2995–3010, Jan. 2017.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[101] D. Huang, C. Shan, M. Ardabilian, Y. Wang, and L. Chen, ‘‘Local binary
patterns and its application to facial image analysis: A survey,’’ IEEE
Trans.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Syst., Man, Cybern.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"C, Appl.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Rev., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"41, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"6, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"765–781,
Nov. 2011.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[102] K. Verma and A. Khunteta, ‘‘Facial expression recognition using Gabor
ﬁlter and multi-layer artiﬁcial neural network,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Inf.,
Commun., Instrum.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Control (ICICIC), Aug. 2017, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–5.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[103] J. Ilonen, J. Kämäräinen, and H. Kälviäinen, ‘‘Efﬁcient computation of
Gabor,’’ Dept.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Inf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Technol., Lappeenranta Univ.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Technol., Lappeenranta,
Finland, Res.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rep. 100.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[104] A.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"B. Watson, ‘‘Image compression using the discrete cosine transform,’’
Math.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"J., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"4, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1, p. 81, 1994.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[105] E. Feig and S. Winograd, ‘‘Fast algorithms for the discrete cosine trans-
form,’’ IEEE Trans.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Signal Process., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"40, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"9, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2174–2193,
Sep. 1992.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[106] S. Dabbaghchian, A. Aghagolzadeh, and M. S. Moin, ‘‘Feature extraction
using discrete cosine transform for face recognition,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9th Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Symp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Signal Process.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Appl., Feb. 2007, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–4.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[107] N. Ahmed, T. Natarajan, and K. R. Rao, ‘‘Discrete cosine transform,’’
IEEE Trans.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Comput., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"100, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"90–93, 1974.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[108] D. G. Lowe, ‘‘Distinctive image features from scale-invariant keypoints,’’
Int.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
J. Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Vis., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"60, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"91–110, Nov. 2004.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[109] D. G. Lowe, ‘‘Object recognition from local scale-invariant features,’’ in
Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7th IEEE Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Vis., Sep. 1999, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1150–1157.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[110] N. Dalal and B. Triggs, ‘‘Histograms of oriented gradients for human
detection,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IEEE Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Soc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Pattern
Recognit.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(CVPR), Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2005, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
886–893.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[111] T. Nguyen, E.-A.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Park, J. Han, D.-C. Park, and S.-Y.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Min, ‘‘Object detec-
tion using scale invariant feature transform,’’ in Genetic and Evolutionary
Computing.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Cham, Switzerland: Springer, 2014, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
65–72.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[112] S. Tanwar, J. Vora, S. Kaneriya, S. Tyagi, N. Kumar, V. Sharma, and
I.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"You, ‘‘Human arthritis analysis in fog computing environment using
Bayesian network classiﬁer and thread protocol,’’ IEEE Consum.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Elec-
tron.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Mag., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"9, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"88–94, Jan. 2020.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[113] X. Xiong and F. De la Torre, ‘‘Supervised descent method and its appli-
cations to face alignment,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IEEE Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Pattern
Recognit., Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2013, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
532–539.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[114] H. Bay, T. Tuytelaars, and L. Van Gool, ‘‘Surf: Speeded up robust fea-
tures,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eur.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Berlin, Germany: Springer, 2006,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
404–417.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[115] B. Islam, F. Mahmud, A. Hossain, P. B. Goala, and M. S. Mia, ‘‘A facial
region segmentation based approach to recognize human emotion using
fusion of HOG & LBP features and artiﬁcial neural network,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4th Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Electr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eng.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Inf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Commun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Technol.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(iCEEiCT), Sep. 2018,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
642–646.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[116] P. Liu, S. Han, Z. Meng, and Y. Tong, ‘‘Facial expression recognition via
a boosted deep belief network,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IEEE Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Pattern
Recognit., Jun.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2014, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1805–1812.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[117] Y. Lv, Z. Feng, and C. Xu, ‘‘Facial expression recognition via deep
learning,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Smart Comput., Nov. 2014, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
303–308.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
[118] I.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"A. Adeyanju, E. O. Omidiora, and O. F. Oyedokun, ‘‘Performance
evaluation of different support vector machine kernels for face emotion
recognition,’’ in Proc.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SAI Intell.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Syst.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(IntelliSys), Nov. 2015,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
804–806.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[119] K. Talele, A. Shirsat, T. Uplenchwar, and K. Tuckley, ‘‘Facial expression
recognition using general regression neural network,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"IEEE
Bombay Sect.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Symp.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(IBSS), Dec. 2016, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1–6.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[120] P. Khorrami, T. L. Paine, and T. S. Huang, ‘‘Do deep neural networks
learn facial action units when doing expression recognition?’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
IEEE Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vis.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Workshop (ICCVW), Dec. 2015, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19–27.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[121] G. Wen, Z. Hou, H. Li, D. Li, L. Jiang, and E. Xun, ‘‘Ensemble of
deep neural networks with probability-based fusion for facial expression
recognition,’’ Cognit.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Comput., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"9, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"5, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"597–610, Oct. 2017.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[122] S. Datta, D. Sen, and R. Balasubramanian, ‘‘Integrating geometric and
textural features for facial emotion classiﬁcation using SVM frame-
works,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"CVIP, 2016, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
619–628.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[123] J. Cai, Z. Meng, A. S. Khan, Z. Li, J. OReilly, and Y. Tong, ‘‘Island loss for
learning discriminative features in facial expression recognition,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
13th IEEE Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Autom.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Face Gesture Recognit.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(FG ), May 2018,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
302–309.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[124] P. Dhankhar, ‘‘Resnet-50 and VGG-16 for recognizing facial emotions,’’
Int.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
J. Innov.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Eng.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Technol., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"13, no.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"4, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"126–130, 2019.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[125] A. Renda, M. Barsacchi, A. Bechini, and F. Marcelloni, ‘‘Com-
paring ensemble strategies for deep learning: An application to
facial expression recognition,’’ Expert Syst.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Appl., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"136, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"1–11,
Dec. 2019.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[126] Y. Gan, J. Chen, and L. Xu, ‘‘Facial expression recognition boosted by
soft label with a diverse ensemble,’’ Pattern Recognit.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Lett., vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"125,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"105–112, Jul.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2019.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[127] M. M. Taghi Zadeh, M. Imani, and B. Majidi, ‘‘Fast facial emo-
tion recognition using convolutional neural networks and Gabor ﬁl-
ters,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5th Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Knowl.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Based Eng.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Innov.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(KBEI), Feb. 2019,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
577–581.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[128] A. Rajendra Kurup, M. Ajith, and M. Martínez Ramón, ‘‘Semi-supervised
facial expression recognition using reduced spatial features and deep
belief networks,’’ Neurocomputing, vol.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"367, pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"188–197, Nov. 2019.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"[129] E. Pranav, S. Kamal, C. Satheesh Chandran, and M. H. Supriya, ‘‘Facial
emotion recognition using deep convolutional neural network,’’ in Proc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6th Int.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Conf.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Adv.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Comput.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Commun.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Syst.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(ICACCS), Mar.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"2020,
pp.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
